L1_ItemNumber,L1_ItemDescription,L1_ItemType,L1_LotNumber,L1_Job,L1_JobStatus,L2_Quantity,L2_ItemNumber,L2_ItemDescription,L2_ItemType,L2_LotNumber,L2_Job,L2_JobStatus,L3_Quantity,L3_ItemNumber,L3_ItemDescription,L3_ItemType,L3_LotNumber,L3_Job,L3_JobStatus,L4_Quantity,L4_ItemNumber,L4_ItemDescription,L4_ItemType,L4_LotNumber,L4_Job,L4_JobStatus,L5_Quantity,L5_ItemNumber,L5_ItemDescription,L5_ItemType,L5_LotNumber
MZ441ELE73,Ardea golieth,Finished Good,1LQVGW4,1LQVGW4,Complete,80,QV741IG248,Haliaetus vocifer,Sub Assembly,AR6XS1Z,B2DL31V,Released,11,EU290A8ENU,Ovis ammon,Sub Assembly,B2DL31V,13OSX2S,Complete,30,CQ728WN8IA,Paraxerus cepapi,Sub Assembly,13OSX2S,XIDRCX9,Unreleased,91,EZ442HE9UM,Semnopithecus entellus,Raw Material,XIDRCX9
VG5951YMIZ,Phalacrocorax carbo,Finished Good,P7OOHL3,P7OOHL3,Released,29,IN009KUD12,Francolinus swainsonii,Sub Assembly,L0LKTZJ,3V36P89,Closed,79,ES187TFWQ2,Tursiops truncatus,Sub Assembly,3V36P89,UUFI363,Unreleased,39,OZ317B65IR,Lemur fulvus,Sub Assembly,UUFI363,G2QR6CC,Closed,34,AC381Q8REA,Macropus robustus,Raw Material,G2QR6CC
UL669134MZ,unavailable,Finished Good,9AY3FNP,9AY3FNP,Released,35,GV32235T5I,Helogale undulata,Sub Assembly,PRWI0MZ,RZPHTP7,Unreleased,86,JZ187GWLN4,Terrapene carolina,Sub Assembly,RZPHTP7,0RCV4CG,Released,15,PF066W68EV,Ursus americanus,Sub Assembly,0RCV4CG,ZRI0EC1,Closed,75,VQ1029TZCI,Varanus salvator,Raw Material,ZRI0EC1
IZ767GIG18,Eunectes sp.,Finished Good,HU378CS,HU378CS,Released,21,UJ1902SZ74,Sula nebouxii,Sub Assembly,I4YNLL6,QIK28WM,Closed,68,JW592Q3SL6,Capreolus capreolus,Sub Assembly,QIK28WM,IPN8VB3,Unreleased,46,ZX379Y4EFS,Libellula quadrimaculata,Sub Assembly,IPN8VB3,BO2JRD0,Released,4,UR511G83QI,Cacatua tenuirostris,Raw Material,BO2JRD0
XX842ECD1B,Eumetopias jubatus,Finished Good,6GUU85R,6GUU85R,Closed,43,AT0971JPEB,Ramphastos tucanus,Sub Assembly,KPB6R8B,FNUHRVH,Unreleased,34,FH43868JVJ,Phasianus colchicus,Sub Assembly,FNUHRVH,IYD5EFN,Complete,52,QN363KMOZL,Cebus nigrivittatus,Sub Assembly,IYD5EFN,QM7V152,Released,48,EB288Z7J2M,Ramphastos tucanus,Raw Material,QM7V152
MZ441ELE73,Ardea golieth,Finished Good,YUDE4HT,YUDE4HT,Closed,24,ZO213ADVAL,Eubalaena australis,Sub Assembly,CLCFGKP,TOAVVNY,Unreleased,88,SU2488GBJT,Ursus arctos,Sub Assembly,TOAVVNY,Z13AEK2,Released,66,SC827Z8CCC,Ctenophorus ornatus,Sub Assembly,Z13AEK2,KM8HE1Q,Complete,55,LK6957FO42,Rhea americana,Raw Material,KM8HE1Q
ItemNumber,ItemDescription,Finished Good,UCRFJJT,UCRFJJT,Released,96,FU119WGN5I,Cynictis penicillata,Sub Assembly,YK7TBPH,I6ITS8G,Closed,86,ML469SF2K2,Halcyon smyrnesis,Sub Assembly,I6ITS8G,1GWJB0J,Closed,37,ZI907QVAXW,Stenella coeruleoalba,Sub Assembly,1GWJB0J,ZCJ8UNI,Released,45,MX502D3POD,Morelia spilotes variegata,Raw Material,ZCJ8UNI
UL669134MZ,unavailable,Finished Good,AV4EIHF,AV4EIHF,Unreleased,4,GN1077TGK9,Boa constrictor mexicana,Sub Assembly,CFLT5TY,QH2IJAF,Released,40,PL3630RQA1,Tachybaptus ruficollis,Sub Assembly,QH2IJAF,XDJELYF,Complete,32,MX173IQHAK,Anitibyx armatus,Sub Assembly,XDJELYF,1MWVVP6,Complete,48,SU101CZK36,Dicrurus adsimilis,Raw Material,1MWVVP6
IZ767GIG18,Eunectes sp.,Finished Good,CRBVZRK,CRBVZRK,Closed,6,NL479YC3PM,Macropus agilis,Sub Assembly,L29QOFJ,SRFG9D6,Complete,29,GK022DF4QW,Lasiodora parahybana,Sub Assembly,SRFG9D6,M3P97IB,Unreleased,59,MW8402HQBF,Tayassu tajacu,Sub Assembly,M3P97IB,8E4MPSP,Closed,65,TV628684XG,Anser anser,Raw Material,8E4MPSP
XX842ECD1B,Eumetopias jubatus,Finished Good,6T44EYH,6T44EYH,Closed,70,IX83928QKZ,Genetta genetta,Sub Assembly,N9DXMNR,FNNJNJ0,Closed,80,TT307O6LI0,Certotrichas paena,Sub Assembly,FNNJNJ0,DT6MQKP,Complete,93,YB461PZSHO,Gekko gecko,Sub Assembly,DT6MQKP,ZE4DBMU,Complete,89,JG840002IE,Phascogale calura,Raw Material,ZE4DBMU
MZ441ELE73,Ardea golieth,Finished Good,N63QKZ7,N63QKZ7,Released,36,MU581HY914,Cereopsis novaehollandiae,Sub Assembly,NE6G9T0,40OPF3D,Complete,15,CO124ZSD0O,Spilogale gracilis,Sub Assembly,40OPF3D,826HKE8,Unreleased,98,RR7669RZHO,Carduelis uropygialis,Sub Assembly,826HKE8,W3TJETR,Unreleased,28,MP909OLJNF,Nyctanassa violacea,Raw Material,W3TJETR
VG5951YMIZ,Phalacrocorax carbo,Finished Good,E4ULMGH,E4ULMGH,Closed,80,ZT17074KDS,Neophron percnopterus,Sub Assembly,D8EWSZA,3YU8IWM,Closed,28,FC438KLT2J,Pterocles gutturalis,Sub Assembly,3YU8IWM,QVXSYTY,Complete,20,TF7133BDWI,Hippotragus niger,Sub Assembly,QVXSYTY,FWN8ME5,Released,94,EI287MG4S8,Spizaetus coronatus,Raw Material,FWN8ME5
UL669134MZ,unavailable,Finished Good,WBRM2GL,WBRM2GL,Released,60,HI221W99HA,Manouria emys,Sub Assembly,UEB3SSD,AOJ0RDG,Released,78,HP871D4F83,Callipepla gambelii,Sub Assembly,AOJ0RDG,64IZ3PZ,Complete,65,SO715NUEBE,Catharacta skua,Sub Assembly,64IZ3PZ,OJYVM7T,Complete,86,UC482CSJ8Q,Nucifraga columbiana,Raw Material,OJYVM7T
IZ767GIG18,Eunectes sp.,Finished Good,KUYT1TA,KUYT1TA,Closed,40,TW138D0O1G,Toxostoma curvirostre,Sub Assembly,Q0CEDY6,18EDAJL,Unreleased,41,ZD552B4JBM,Coluber constrictor foxii,Sub Assembly,18EDAJL,BQT5FM6,Closed,16,AE370XJTO6,Haematopus ater,Sub Assembly,BQT5FM6,V6R4MUO,Released,43,XB413E4QSQ,Macropus eugenii,Raw Material,V6R4MUO
XX842ECD1B,Eumetopias jubatus,Finished Good,SYCFNT1,SYCFNT1,Unreleased,95,AN397S5RSI,Phalaropus fulicarius,Sub Assembly,Z7GWQW1,16BFA3R,Closed,68,OJ2250C54Q,Dromaeus novaehollandiae,Sub Assembly,16BFA3R,AFDP2U8,Closed,46,YE8162IPNQ,Passer domesticus,Sub Assembly,AFDP2U8,PBOFRZN,Unreleased,32,DO250ZIK00,Morelia spilotes variegata,Raw Material,PBOFRZN
MZ441ELE73,Ardea golieth,Finished Good,649I366,649I366,Closed,48,QV741IG248,Haliaetus vocifer,Sub Assembly,Y1CLWE0,9CV9EK0,Released,81,OI8633SWUT,Coendou prehensilis,Sub Assembly,9CV9EK0,R9UC5OB,Released,78,VW9997G749,Pseudoleistes virescens,Sub Assembly,R9UC5OB,A4OFLJK,Released,55,OK526CQMT6,Sarcophilus harrisii,Raw Material,A4OFLJK
VG5951YMIZ,Phalacrocorax carbo,Finished Good,8WNCHXV,8WNCHXV,Closed,71,IN009KUD12,Francolinus swainsonii,Sub Assembly,Z55PJUQ,T22RXUH,Released,33,DT520ZOXYB,Macropus eugenii,Sub Assembly,T22RXUH,TZMCA6F,Released,67,PU903Z0IKE,Naja haje,Sub Assembly,TZMCA6F,4AXFS53,Unreleased,26,MB819X33DM,Elephas maximus bengalensis,Raw Material,4AXFS53
UL669134MZ,unavailable,Finished Good,HT14D2Z,HT14D2Z,Closed,6,GV32235T5I,Helogale undulata,Sub Assembly,SRGJE56,1Z1M9NK,Closed,94,RG598ASDO7,Trachyphonus vaillantii,Sub Assembly,1Z1M9NK,X8YD45S,Complete,20,XX934358Z1,Axis axis,Sub Assembly,X8YD45S,2ENW7I8,Closed,77,TU504FBMM1,Alopex lagopus,Raw Material,2ENW7I8
IZ767GIG18,Eunectes sp.,Finished Good,UOUB8R9,UOUB8R9,Complete,90,UJ1902SZ74,Sula nebouxii,Sub Assembly,GFPCHJF,LWGNS5S,Complete,6,DH031YQ31Y,Junonia genoveua,Sub Assembly,LWGNS5S,GIIGLL4,Released,9,KI037SUK4W,Lycosa godeffroyi,Sub Assembly,GIIGLL4,6EFYO8X,Unreleased,52,QO7961VBFX,Vulpes chama,Raw Material,6EFYO8X
XX842ECD1B,Eumetopias jubatus,Finished Good,6FAJYZH,6FAJYZH,Unreleased,12,AT0971JPEB,Ramphastos tucanus,Sub Assembly,7HB4RBQ,0BOHNAR,Complete,9,XW73487FO8,Bubo virginianus,Sub Assembly,0BOHNAR,CAHNDFI,Unreleased,68,AY956QCMIP,Cervus canadensis,Sub Assembly,CAHNDFI,9UA4EPL,Complete,35,HH940L28SB,Ceryle rudis,Raw Material,9UA4EPL
MZ441ELE73,Ardea golieth,Finished Good,43RIHLN,43RIHLN,Unreleased,59,ZO213ADVAL,Eubalaena australis,Sub Assembly,6DG2V6H,T6NDHFV,Released,34,WR515MRIQX,Fregata magnificans,Sub Assembly,T6NDHFV,IU5EPFN,Released,18,EK529QLPZ5,Iguana iguana,Sub Assembly,IU5EPFN,TUZR8CF,Unreleased,68,TG928BOPDN,Upupa epops,Raw Material,TUZR8CF
ItemNumber,ItemDescription,Finished Good,UPBD72J,UPBD72J,Released,14,FU119WGN5I,Cynictis penicillata,Sub Assembly,L8GDH98,K7FHPZR,Released,33,DW699P5QVC,Pelecans onocratalus,Sub Assembly,K7FHPZR,LRYYB6S,Closed,30,HZ97225IIJ,Myrmecophaga tridactyla,Sub Assembly,LRYYB6S,XWWDBFY,Closed,23,RB586P0NHF,Canis dingo,Raw Material,XWWDBFY
UL669134MZ,unavailable,Finished Good,13OSX2S,13OSX2S,Released,39,GN1077TGK9,Boa constrictor mexicana,Sub Assembly,XIDRCX9,WTKQUVE,Unreleased,94,AJ650FB45L,Alcelaphus buselaphus caama,Sub Assembly,WTKQUVE,MGHXZDL,Released,18,NM1680AACN,Anas bahamensis,Sub Assembly,MGHXZDL,G1W0U02,Unreleased,61,TH650V6L2M,Acanthaster planci,Raw Material,G1W0U02
IZ767GIG18,Eunectes sp.,Finished Good,UUFI363,UUFI363,Released,36,NL479YC3PM,Macropus agilis,Sub Assembly,G2QR6CC,4TNOZA0,Complete,48,TR723MA1YJ,Platalea leucordia,Sub Assembly,4TNOZA0,RRANUPH,Complete,31,SD292L8LS3,Meleagris gallopavo,Sub Assembly,RRANUPH,XRE8ABF,Complete,65,XS495YDGTJ,Phasianus colchicus,Raw Material,XRE8ABF
XX842ECD1B,Eumetopias jubatus,Finished Good,0RCV4CG,0RCV4CG,Released,2,IX83928QKZ,Genetta genetta,Sub Assembly,ZRI0EC1,ASDPGQH,Unreleased,56,GM908GVWQ5,Choloepus hoffmani,Sub Assembly,ASDPGQH,Z6ZUOH8,Released,78,IO653QF8SB,Felis caracal,Sub Assembly,Z6ZUOH8,GIUTHTF,Complete,4,ZY616ZLPUD,Papio cynocephalus,Raw Material,GIUTHTF
MZ441ELE73,Ardea golieth,Finished Good,IPN8VB3,IPN8VB3,Complete,39,MU581HY914,Cereopsis novaehollandiae,Sub Assembly,BO2JRD0,ATRH18O,Released,69,WM417NWVWW,Vombatus ursinus,Sub Assembly,ATRH18O,8IYN8H6,Closed,47,QV284F8GIC,Psophia viridis,Sub Assembly,8IYN8H6,96XTRXB,Closed,58,KX35997H20,Merops nubicus,Raw Material,96XTRXB
VG5951YMIZ,Phalacrocorax carbo,Finished Good,IYD5EFN,IYD5EFN,Unreleased,4,ZT17074KDS,Neophron percnopterus,Sub Assembly,QM7V152,8IBUM4V,Released,94,YQ530V4QMY,Terrapene carolina,Sub Assembly,8IBUM4V,4X7DMIK,Closed,3,OC585W9D84,Eumetopias jubatus,Sub Assembly,4X7DMIK,F4RMS52,Complete,45,LK173VJABR,Dasypus septemcincus,Raw Material,F4RMS52
UL669134MZ,unavailable,Finished Good,Z13AEK2,Z13AEK2,Released,57,HI221W99HA,Manouria emys,Sub Assembly,KM8HE1Q,1ZKQJAY,Closed,82,MG684CDYQL,Papio ursinus,Sub Assembly,1ZKQJAY,OP0LPGE,Unreleased,19,LL091ATGMR,Trichosurus vulpecula,Sub Assembly,OP0LPGE,8HQEG5V,Complete,90,SO3456BMTK,Bubo sp.,Raw Material,8HQEG5V
IZ767GIG18,Eunectes sp.,Finished Good,1GWJB0J,1GWJB0J,Complete,80,TW138D0O1G,Toxostoma curvirostre,Sub Assembly,ZCJ8UNI,3PUVCDA,Unreleased,1,SD943E74A0,Castor canadensis,Sub Assembly,3PUVCDA,DJ4NIQ4,Complete,57,UR747UXNUW,Streptopelia senegalensis,Sub Assembly,DJ4NIQ4,BM862FK,Closed,48,PL749R3Q59,Anhinga rufa,Raw Material,BM862FK
XX842ECD1B,Eumetopias jubatus,Finished Good,XDJELYF,XDJELYF,Complete,87,AN397S5RSI,Phalaropus fulicarius,Sub Assembly,1MWVVP6,L98P75C,Unreleased,11,QX118174TB,Dusicyon thous,Sub Assembly,L98P75C,83WM68X,Complete,28,EI3293D0FU,Lasiorhinus latifrons,Sub Assembly,83WM68X,PIP9QBB,Unreleased,6,PI940KSQGV,Connochaetus taurinus,Raw Material,PIP9QBB
MZ441ELE73,Ardea golieth,Finished Good,M3P97IB,M3P97IB,Closed,7,QV741IG248,Haliaetus vocifer,Sub Assembly,8E4MPSP,69GMZPH,Closed,30,FI450JPZCV,Macropus eugenii,Sub Assembly,69GMZPH,3OK7UP0,Released,38,VQ561U75SV,Libellula quadrimaculata,Sub Assembly,3OK7UP0,IPOUI8O,Unreleased,69,XU314SQS2N,Trichechus inunguis,Raw Material,IPOUI8O
VG5951YMIZ,Phalacrocorax carbo,Finished Good,DT6MQKP,DT6MQKP,Closed,86,IN009KUD12,Francolinus swainsonii,Sub Assembly,ZE4DBMU,TQOWRSR,Unreleased,0,HE967K2P62,Felis wiedi or Leopardus weidi,Sub Assembly,TQOWRSR,SVPCUNO,Unreleased,12,TF297QMMMQ,Canis lupus,Sub Assembly,SVPCUNO,U8CXZLG,Complete,38,KV783HKVL1,Pterocles gutturalis,Raw Material,U8CXZLG
UL669134MZ,unavailable,Finished Good,826HKE8,826HKE8,Unreleased,45,GV32235T5I,Helogale undulata,Sub Assembly,W3TJETR,CF6M8F0,Complete,2,UC95605J9C,Macropus robustus,Sub Assembly,CF6M8F0,BF8K8VD,Complete,54,TH529NC6LZ,Anas bahamensis,Sub Assembly,BF8K8VD,P37D8O9,Unreleased,97,MB265TG3TZ,Vanessa indica,Raw Material,P37D8O9
IZ767GIG18,Eunectes sp.,Finished Good,QVXSYTY,QVXSYTY,Complete,31,UJ1902SZ74,Sula nebouxii,Sub Assembly,FWN8ME5,CNO2V6N,Released,41,JU321C82FC,Pycnonotus barbatus,Sub Assembly,CNO2V6N,TKFGIHP,Complete,10,TE151W98P3,Crax sp.,Sub Assembly,TKFGIHP,S9NK169,Unreleased,44,BO215RSHQH,Anthropoides paradisea,Raw Material,S9NK169
XX842ECD1B,Eumetopias jubatus,Finished Good,64IZ3PZ,64IZ3PZ,Complete,58,AT0971JPEB,Ramphastos tucanus,Sub Assembly,OJYVM7T,7EUMK4V,Closed,57,ET674G0JJH,Casmerodius albus,Sub Assembly,7EUMK4V,ZPY1W0I,Complete,2,KZ290PQILX,Haliaeetus leucocephalus,Sub Assembly,ZPY1W0I,TA8M2PQ,Closed,70,TK287OGN0N,Aonyx capensis,Raw Material,TA8M2PQ
MZ441ELE73,Ardea golieth,Finished Good,BQT5FM6,BQT5FM6,Complete,66,ZO213ADVAL,Eubalaena australis,Sub Assembly,V6R4MUO,VI601GJ,Unreleased,33,QW9998X5WK,Myotis lucifugus,Sub Assembly,VI601GJ,L0PSSG0,Unreleased,6,YT562ONJJU,Corythornis cristata,Sub Assembly,L0PSSG0,SEFGSAX,Complete,8,RZ305HZ7MF,Haliaetus leucogaster,Raw Material,SEFGSAX
ItemNumber,ItemDescription,Finished Good,AFDP2U8,AFDP2U8,Complete,21,FU119WGN5I,Cynictis penicillata,Sub Assembly,PBOFRZN,UKGO1ZT,Closed,66,TK143QJ0LV,Trachyphonus vaillantii,Sub Assembly,UKGO1ZT,B8UK6WY,Complete,74,OC581U5LLW,Otaria flavescens,Sub Assembly,B8UK6WY,DHJ5C4C,Unreleased,45,TM059S57PL,Macropus parryi,Raw Material,DHJ5C4C
UL669134MZ,unavailable,Finished Good,R9UC5OB,R9UC5OB,Complete,74,GN1077TGK9,Boa constrictor mexicana,Sub Assembly,A4OFLJK,T4TTRS9,Unreleased,38,UA700ZHN5F,Buteo regalis,Sub Assembly,T4TTRS9,M1YSXZR,Unreleased,66,UD35166Y5H,Lepus townsendii,Sub Assembly,M1YSXZR,38CAAE6,Closed,19,TA689TZ6KA,Hystrix cristata,Raw Material,38CAAE6
IZ767GIG18,Eunectes sp.,Finished Good,TZMCA6F,TZMCA6F,Complete,75,NL479YC3PM,Macropus agilis,Sub Assembly,4AXFS53,AGCJY1E,Closed,59,TR202OHRJ8,Zosterops pallidus,Sub Assembly,AGCJY1E,B7XTPAW,Unreleased,76,EZ701Z5IE4,Plocepasser mahali,Sub Assembly,B7XTPAW,KCZJNVY,Closed,72,SC379WNJV9,Isoodon obesulus,Raw Material,KCZJNVY
XX842ECD1B,Eumetopias jubatus,Finished Good,X8YD45S,X8YD45S,Closed,58,IX83928QKZ,Genetta genetta,Sub Assembly,2ENW7I8,PCBABEE,Complete,66,RY8076ADQX,Laniarius ferrugineus,Sub Assembly,PCBABEE,W8EE68A,Unreleased,28,XS587R8I53,Taxidea taxus,Sub Assembly,W8EE68A,W68CMC6,Released,2,KS7203O5FQ,Vulpes chama,Raw Material,W68CMC6
MZ441ELE73,Ardea golieth,Finished Good,GIIGLL4,GIIGLL4,Released,95,MU581HY914,Cereopsis novaehollandiae,Sub Assembly,6EFYO8X,21LL2V6,Released,42,ZF254JDBWA,Papio cynocephalus,Sub Assembly,21LL2V6,7LJX567,Complete,10,WT6055IQYF,Equus hemionus,Sub Assembly,7LJX567,GENDW7D,Complete,95,VU116Y29OV,Acinynox jubatus,Raw Material,GENDW7D
VG5951YMIZ,Phalacrocorax carbo,Finished Good,CAHNDFI,CAHNDFI,Released,28,ZT17074KDS,Neophron percnopterus,Sub Assembly,9UA4EPL,X5RZWQZ,Released,4,HT187TM346,Melophus lathami,Sub Assembly,X5RZWQZ,SXIARWX,Closed,83,NP409G7T15,Dipodomys deserti,Sub Assembly,SXIARWX,X4YS2XG,Closed,64,GM494SWYU3,Lepus townsendii,Raw Material,X4YS2XG
UL669134MZ,unavailable,Finished Good,IU5EPFN,IU5EPFN,Closed,70,HI221W99HA,Manouria emys,Sub Assembly,TUZR8CF,KY4GIB9,Released,70,AN106VMB9Z,Meleagris gallopavo,Sub Assembly,KY4GIB9,I8J1CUS,Unreleased,88,ZA711UPXQB,Drymarchon corias couperi,Sub Assembly,I8J1CUS,Y63ILXL,Closed,0,VG587W9FOP,Nyctereutes procyonoides,Raw Material,Y63ILXL
IZ767GIG18,Eunectes sp.,Finished Good,LRYYB6S,LRYYB6S,Complete,22,TW138D0O1G,Toxostoma curvirostre,Sub Assembly,XWWDBFY,HNWXEX3,Closed,14,FF3610NQ0W,Actophilornis africanus,Sub Assembly,HNWXEX3,E15XCAJ,Complete,91,EQ141CID4D,Chlidonias leucopterus,Sub Assembly,E15XCAJ,NH9RFLC,Unreleased,92,NR793GZO6I,Acrobates pygmaeus,Raw Material,NH9RFLC
XX842ECD1B,Eumetopias jubatus,Finished Good,MGHXZDL,MGHXZDL,Complete,23,AN397S5RSI,Phalaropus fulicarius,Sub Assembly,G1W0U02,G5SMSQW,Closed,25,BS508XXHRD,Spermophilus richardsonii,Sub Assembly,G5SMSQW,EELBEJY,Released,92,DO240TGBO5,Kobus defassa,Sub Assembly,EELBEJY,WCCTPTL,Released,79,JG008WQ387,Felis wiedi or Leopardus weidi,Raw Material,WCCTPTL
MZ441ELE73,Ardea golieth,Finished Good,RRANUPH,RRANUPH,Closed,64,QV741IG248,Haliaetus vocifer,Sub Assembly,XRE8ABF,98D3DFC,Complete,73,EU290A8ENU,Ovis ammon,Sub Assembly,98D3DFC,39MB50Z,Closed,76,PB0421WBIP,Francolinus coqui,Sub Assembly,39MB50Z,27W7WDI,Complete,35,VZ1996E0GD,Hymenolaimus malacorhynchus,Raw Material,27W7WDI
VG5951YMIZ,Phalacrocorax carbo,Finished Good,Z6ZUOH8,Z6ZUOH8,Unreleased,65,IN009KUD12,Francolinus swainsonii,Sub Assembly,GIUTHTF,EY1EI88,Released,63,ES187TFWQ2,Tursiops truncatus,Sub Assembly,EY1EI88,CP8C831,Unreleased,8,RE410HA06V,Columba palumbus,Sub Assembly,CP8C831,L1S9WSK,Released,41,YR182BAD8K,Manouria emys,Raw Material,L1S9WSK
UL669134MZ,unavailable,Finished Good,8IYN8H6,8IYN8H6,Released,94,GV32235T5I,Helogale undulata,Sub Assembly,96XTRXB,XO6QOS2,Unreleased,63,JZ187GWLN4,Terrapene carolina,Sub Assembly,XO6QOS2,HNFURBO,Complete,22,TW391QL8EW,Charadrius tricollaris,Sub Assembly,HNFURBO,TTKQW9S,Unreleased,20,BT699AD1NH,Canis aureus,Raw Material,TTKQW9S
IZ767GIG18,Eunectes sp.,Finished Good,4X7DMIK,4X7DMIK,Complete,86,UJ1902SZ74,Sula nebouxii,Sub Assembly,F4RMS52,5AMIZ86,Released,6,JW592Q3SL6,Capreolus capreolus,Sub Assembly,5AMIZ86,CL68H6V,Closed,87,WH2305KAI0,Columba palumbus,Sub Assembly,CL68H6V,IO8M2OS,Released,19,UP2406ZMEN,Bassariscus astutus,Raw Material,IO8M2OS
XX842ECD1B,Eumetopias jubatus,Finished Good,OP0LPGE,OP0LPGE,Complete,51,AT0971JPEB,Ramphastos tucanus,Sub Assembly,8HQEG5V,XTP9P5C,Unreleased,11,FH43868JVJ,Phasianus colchicus,Sub Assembly,XTP9P5C,CLRSBNI,Released,11,QK16402Z38,Neotis denhami,Sub Assembly,CLRSBNI,691MWQY,Released,68,MB0386PW2E,Phalaropus fulicarius,Raw Material,691MWQY
MZ441ELE73,Ardea golieth,Finished Good,DJ4NIQ4,DJ4NIQ4,Complete,15,ZO213ADVAL,Eubalaena australis,Sub Assembly,BM862FK,D1J3JZH,Closed,28,SU2488GBJT,Ursus arctos,Sub Assembly,D1J3JZH,BOA8A09,Unreleased,55,FX536A83P7,Bassariscus astutus,Sub Assembly,BOA8A09,DBNLDVJ,Released,94,TU621AW14Z,Tadorna tadorna,Raw Material,DBNLDVJ
ItemNumber,ItemDescription,Finished Good,83WM68X,83WM68X,Unreleased,47,FU119WGN5I,Cynictis penicillata,Sub Assembly,PIP9QBB,UKRXP99,Closed,41,ML469SF2K2,Halcyon smyrnesis,Sub Assembly,UKRXP99,SQW4DRM,Unreleased,5,KU936DJAU1,Snycerus caffer,Sub Assembly,SQW4DRM,7AUJLOE,Closed,84,YP544SGI4R,Canis mesomelas,Raw Material,7AUJLOE
UL669134MZ,unavailable,Finished Good,3OK7UP0,3OK7UP0,Released,83,GN1077TGK9,Boa constrictor mexicana,Sub Assembly,IPOUI8O,NTPE8VM,Released,19,PL3630RQA1,Tachybaptus ruficollis,Sub Assembly,NTPE8VM,XRM5BAW,Unreleased,59,YT94584WKQ,Cacatua tenuirostris,Sub Assembly,XRM5BAW,LNUAWS0,Unreleased,30,ZI6381NTI0,Phoca vitulina,Raw Material,LNUAWS0
IZ767GIG18,Eunectes sp.,Finished Good,SVPCUNO,SVPCUNO,Complete,57,NL479YC3PM,Macropus agilis,Sub Assembly,U8CXZLG,61Y1BQD,Closed,15,GK022DF4QW,Lasiodora parahybana,Sub Assembly,61Y1BQD,50O7AT8,Closed,62,IB285R9215,Tachyglossus aculeatus,Sub Assembly,50O7AT8,K0VKVCM,Closed,41,WR387R1549,Threskionis aethiopicus,Raw Material,K0VKVCM
XX842ECD1B,Eumetopias jubatus,Finished Good,BF8K8VD,BF8K8VD,Complete,76,IX83928QKZ,Genetta genetta,Sub Assembly,P37D8O9,Q70ERMC,Unreleased,49,TT307O6LI0,Certotrichas paena,Sub Assembly,Q70ERMC,YHI5SWJ,Complete,2,VW1614J2FC,Bettongia penicillata,Sub Assembly,YHI5SWJ,EE5HWOD,Complete,90,KS316GB9Q5,Aonyx cinerea,Raw Material,EE5HWOD
MZ441ELE73,Ardea golieth,Finished Good,TKFGIHP,TKFGIHP,Closed,87,MU581HY914,Cereopsis novaehollandiae,Sub Assembly,S9NK169,TOU5510,Unreleased,82,CO124ZSD0O,Spilogale gracilis,Sub Assembly,TOU5510,RCU1UXV,Unreleased,4,LP763E05SL,Varanus komodensis,Sub Assembly,RCU1UXV,XK6B3PG,Complete,26,IV9867FOFL,Papio cynocephalus,Raw Material,XK6B3PG
VG5951YMIZ,Phalacrocorax carbo,Finished Good,ZPY1W0I,ZPY1W0I,Complete,93,ZT17074KDS,Neophron percnopterus,Sub Assembly,TA8M2PQ,OLAMSW6,Complete,48,FC438KLT2J,Pterocles gutturalis,Sub Assembly,OLAMSW6,O70O817,Complete,46,TQ54337K6U,Petaurus breviceps,Sub Assembly,O70O817,WEPPU3L,Released,48,LK200YNARP,Drymarchon corias couperi,Raw Material,WEPPU3L
UL669134MZ,unavailable,Finished Good,L0PSSG0,L0PSSG0,Closed,64,HI221W99HA,Manouria emys,Sub Assembly,SEFGSAX,OO79H1V,Closed,6,HP871D4F83,Callipepla gambelii,Sub Assembly,OO79H1V,MPSEAME,Complete,55,XA229T67OW,Papio cynocephalus,Sub Assembly,MPSEAME,9FKZK2E,Released,14,JV743J9UB8,Spheniscus mendiculus,Raw Material,9FKZK2E
IZ767GIG18,Eunectes sp.,Finished Good,B8UK6WY,B8UK6WY,Closed,38,TW138D0O1G,Toxostoma curvirostre,Sub Assembly,DHJ5C4C,T0ZTFCT,Closed,90,ZD552B4JBM,Coluber constrictor foxii,Sub Assembly,T0ZTFCT,RK4S6HU,Unreleased,56,GZ537GBWGF,Lamprotornis superbus,Sub Assembly,RK4S6HU,OCBNBJ1,Released,24,OY6914IQRA,Bison bison,Raw Material,OCBNBJ1
XX842ECD1B,Eumetopias jubatus,Finished Good,M1YSXZR,M1YSXZR,Closed,60,AN397S5RSI,Phalaropus fulicarius,Sub Assembly,38CAAE6,L1F92VS,Complete,57,OJ2250C54Q,Dromaeus novaehollandiae,Sub Assembly,L1F92VS,AIFFABF,Released,42,TW7081YXFC,Lasiodora parahybana,Sub Assembly,AIFFABF,SL57SVO,Complete,98,TM310NLOEC,Zenaida galapagoensis,Raw Material,SL57SVO
MZ441ELE73,Ardea golieth,Finished Good,B7XTPAW,B7XTPAW,Closed,31,QV741IG248,Haliaetus vocifer,Sub Assembly,KCZJNVY,MPK8J3J,Closed,71,OI8633SWUT,Coendou prehensilis,Sub Assembly,MPK8J3J,LPQ82HX,Unreleased,11,RT1878LUCT,Nasua narica,Sub Assembly,LPQ82HX,PL5Q0YW,Closed,4,YR1830VTVO,Grus rubicundus,Raw Material,PL5Q0YW
